TID 20251122183251 DR 10.00 | Bal: 170.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183747 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183748 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183749 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183750 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183751 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183752 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183753 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183754 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183755 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
TID 20251122183756 CR 0.00 | Bal: 8836.00
